statename,rank,hs6,abbreviatn,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Massachusetts,11,30614,"CRABS, INCLUDING IN SHELL, FROZEN",375.01,394.14,386.58,422.03,1.0914,1.1416,1.1487,1.2486,9.17
Massachusetts,12,710691,"SILVER, UNWROUGHT NESOI",400.38,240.11,257.11,393.05,1.1652,0.6955,0.764,1.1628,52.87
Massachusetts,13,271121,"NATURAL GAS, GASEOUS",573.35,1107.93,744.2,301.38,1.6686,3.2091,2.2114,0.8916,-59.5
Massachusetts,14,30612,"LOBSTERS, INCLUDING IN SHELL, FROZEN",257.76,317.24,311.43,293.57,0.7501,0.9189,0.9254,0.8685,-5.74
Massachusetts,15,711890,"COIN, NESOI",569.94,341.62,372.75,274.86,1.6587,0.9895,1.1076,0.8132,-26.26
Massachusetts,16,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",229.84,150.22,258.25,271.1,0.6689,0.4351,0.7674,0.802,4.98
Massachusetts,17,160530,"LOBSTER, PREPARED OR PRESERVED",154.99,168.45,200.65,264.34,0.451,0.4879,0.5962,0.782,31.74
Massachusetts,18,851822,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOS",178.4,294.37,347.34,245.74,0.5192,0.8526,1.0321,0.727,-29.25
Massachusetts,19,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACC",232.09,227.25,220.97,245.17,0.6754,0.6582,0.6566,0.7253,10.95
Massachusetts,20,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",216.08,239.27,191.33,242.77,0.6289,0.693,0.5686,0.7182,26.88
Massachusetts,21,271111,"NATURAL GAS, LIQUEFIED",277.03,33.78,133.62,233.78,0.8062,0.0978,0.3971,0.6916,74.95
Massachusetts,22,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",258.5,176.63,225.87,229.65,0.7523,0.5116,0.6712,0.6794,1.67
Massachusetts,23,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",213.85,221.4,190.28,225.22,0.6224,0.6413,0.5654,0.6663,18.36
Massachusetts,24,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,19.5,32.46,51.42,223.89,0.0568,0.094,0.1528,0.6624,335.43
Massachusetts,25,220421,"WINE, FR GRAPE NESOI & GR MUST W ALC, NOV 2 L",194.3,187.19,201.33,223.49,0.5654,0.5422,0.5982,0.6612,11.01
Maryland,0,0,World,26578.23,30094.21,31516.77,30687.94,1.1719,1.2772,1.4019,1.4027,-2.63
Maryland,0,25,Top 25,12402,14550.04,16946.48,16991.86,46.6622,48.3483,53.7697,55.3698,0.27
Maryland,1,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,3555.96,3874.29,5796.25,8026.53,13.3792,12.8739,18.391,26.1553,38.48
Maryland,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,2974.18,3469.57,3347.84,2181.48,11.1903,11.529,10.6224,7.1086,-34.84
Maryland,3,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,946.53,1164.59,1402.4,998.5,3.5613,3.8698,4.4497,3.2537,-28.8
Maryland,4,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",563.15,595.26,699.97,625.75,2.1188,1.978,2.221,2.0391,-10.6
Maryland,5,800110,"TIN, UNWROUGHT, NOT ALLOYED",579.3,600.39,393.59,407.57,2.1796,1.995,1.2488,1.3281,3.55
Maryland,6,760120,UNWROUGHT ALUMINUM ALLOYS,323.03,358.85,420.08,390.76,1.2154,1.1924,1.3329,1.2733,-6.98
Maryland,7,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",103.52,355,476.65,382.12,0.3895,1.1796,1.5124,1.2452,-19.83
Maryland,8,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,511.86,365.31,382.61,376.9,1.9258,1.2139,1.214,1.2282,-1.49
Maryland,9,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",162.46,343.95,450.69,335.87,0.6113,1.1429,1.43,1.0945,-25.48
Maryland,10,750210,"NICKEL, UNWROUGHT, NOT ALLOYED",389.43,784.31,566.41,333.97,1.4652,2.6062,1.7972,1.0883,-41.04
Maryland,11,870190,"TRACTORS, NESOI",602.24,563.26,653.74,331.98,2.2659,1.8716,2.0743,1.0818,-49.22
Maryland,12,780110,"REFINED LEAD, UNWROUGHT",123.35,301.62,256.28,308.97,0.4641,1.0022,0.8131,1.0068,20.56
Maryland,13,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",68.17,190.58,248.56,227.97,0.2565,0.6333,0.7886,0.7429,-8.28
Maryland,14,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,208.12,195.41,208.34,205.14,0.7831,0.6493,0.661,0.6685,-1.53
Maryland,15,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",93.95,93.56,106.09,201.28,0.3535,0.3109,0.3366,0.6559,89.72
Maryland,16,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",143.82,154.41,208.13,194.21,0.5411,0.5131,0.6604,0.6329,-6.69
Maryland,17,90411,"PEPPER OF GENUS PIPER, NEITHER CRUSHED NOR GR",184.09,204.11,231.01,194.14,0.6926,0.6782,0.733,0.6326,-15.96
Maryland,18,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",130.95,149.7,89.79,180.95,0.4927,0.4975,0.2849,0.5896,101.53
Maryland,19,261210,URANIUM ORES AND CONCENTRATES,49.17,92.17,127.78,176.46,0.185,0.3063,0.4054,0.575,38.09
Maryland,20,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",265.92,137.84,230.91,168.08,1.0005,0.458,0.7326,0.5477,-27.21
Maryland,21,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",134.86,143.23,128.83,153.76,0.5074,0.4759,0.4088,0.501,19.35
Maryland,22,870333,PASS VEH COM-IG INT COM ENG > 2500 CC,18.88,22.81,127.98,152.43,0.071,0.0758,0.4061,0.4967,19.11
Maryland,23,810520,"COBALT, UNWROUGHT,  PWDRS, MATTES ETC",113.46,153.05,157.49,148.26,0.4269,0.5086,0.4997,0.4831,-5.86
Maryland,24,940390,"PARTS OF FURNITURE, NESOI",125.84,144.37,125.82,147.5,0.4735,0.4797,0.3992,0.4806,17.23
Maryland,25,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",29.73,92.4,109.27,141.31,0.1119,0.307,0.3467,0.4605,29.32
Maine,0,0,World,3540.88,3866.66,3686.59,3353.81,0.1561,0.1641,0.164,0.1533,-9.03
Maine,0,25,Top 25,1592.67,1815.02,1581.75,1437.48,44.9795,46.9404,42.9056,42.861,-9.12
Maine,1,271600,ELECTRICAL ENERGY,262.75,311.7,225.88,196.52,7.4204,8.0612,6.1269,5.8595,-13
Maine,2,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",307.48,332.81,247.43,180.66,8.6837,8.6072,6.7116,5.3866,-26.99
Maine,3,30622,"LOBSTERS, LIVE, FRESH,CH, DRIED, SALTD OR IN",117.87,160.95,179.94,143.82,3.329,4.1626,4.881,4.2882,-20.07
Maine,4,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",47.32,61.17,62.02,105.2,1.3363,1.5821,1.6822,3.1367,69.63
Maine,5,470421,CHEM WDPULP SULFITE EX DSSLVNG GR CONIF SEMI/,116.42,113.76,89.62,94.16,3.2877,2.9422,2.4308,2.8074,5.07
Maine,6,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",72.77,69.41,107.33,77.43,2.0552,1.795,2.9115,2.3087,-27.86
Maine,7,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS",0.35,0.1,15.21,72.32,0.0099,0.0027,0.4125,2.1563,375.58
Maine,8,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",131.51,134.47,79.36,58.07,3.7142,3.4776,2.1527,1.7316,-26.82
Maine,9,271112,"PROPANE, LIQUEFIED",101.75,111.84,57.56,49.2,2.8737,2.8925,1.5614,1.467,-14.53
Maine,10,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",55.54,47.78,41.72,42.64,1.5685,1.2357,1.1316,1.2715,2.22
Maine,11,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",17.02,20.84,48.09,40.93,0.4807,0.5389,1.3046,1.2204,-14.89
Maine,12,282911,SODIUM CHLORATE,47.38,42.49,39.9,36.58,1.3382,1.099,1.0824,1.0908,-8.33
Maine,13,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",30.26,32.87,35.1,32.05,0.8546,0.8502,0.9522,0.9555,-8.71
Maine,14,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",23.04,22.73,25.99,31.97,0.6508,0.5878,0.7049,0.9531,23.01
Maine,15,841290,"ENGINE AND MOTOR PARTS, NESOI",0.87,0.17,15.59,29.1,0.0247,0.0044,0.423,0.8677,86.63
Maine,16,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,146.63,191.27,92.48,28.66,4.1409,4.9466,2.5085,0.8547,-69
Maine,17,30214,ATLANTIC SALMON AND DANUBE SALMON FRESH OR CH,2.09,9.27,24.61,26.83,0.059,0.2397,0.6674,0.8001,9.05
Maine,18,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",24.99,27.28,29.06,26.12,0.7059,0.7055,0.7881,0.7787,-10.11
Maine,19,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO,2.24,6.56,21.43,25.94,0.0632,0.1697,0.5813,0.7736,21.07
Maine,20,730820,TOWERS AND LATTICE MASTS OF IRON OR STEEL,0.52,1.12,35.57,25.92,0.0147,0.0289,0.965,0.7728,-27.15
Maine,21,841191,TURBOJET AND TURBOPROLLER PARTS,15.56,41.24,30.44,24.89,0.4396,1.0665,0.8256,0.7421,-18.23
Maine,22,250700,"KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINE",0.28,4.11,16.37,22.87,0.0079,0.1064,0.4439,0.682,39.76
Maine,23,285300,INORG CMPDS NESOI;LQ/CMPRSD AIR;AMALG EXC PRE,25.94,27.74,25.7,22.8,0.7326,0.7174,0.6971,0.6799,-11.26
Maine,24,620520,"MEN'S OR BOYS' SHIRTS, NOT KNIT, OF COTTON",23.67,26.85,21.98,21.74,0.6686,0.6945,0.5963,0.6481,-1.13
Maine,25,841199,GAS TURBINE PARTS NESOI,18.39,16.47,13.39,21.06,0.5194,0.426,0.3631,0.6279,57.29
Michigan,0,0,World,118151.16,122984.14,124223.61,134946.98,5.2095,5.2193,5.5255,6.1681,8.63
Michigan,0,25,Top 25,80748.43,81362.19,82322.52,91938.11,68.3433,66.1567,66.2696,68.1291,11.68
Michigan,1,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,24501.25,22906.49,20476.79,18845.81,20.7372,18.6256,16.4838,13.9653,-7.97
Michigan,2,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,14742.35,12846.92,16405.79,18165.33,12.4775,10.446,13.2067,13.4611,10.73
Michigan,3,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",8637.54,10055.46,10420.27,12218.8,7.3106,8.1762,8.3883,9.0545,17.26
Michigan,4,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",1219.93,1381.93,1806.75,4572.79,1.0325,1.1237,1.4544,3.3886,153.09
Michigan,5,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,2799.11,2942.85,3000.8,4309.98,2.3691,2.3929,2.4156,3.1938,43.63
Michigan,6,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",2908.08,2960.28,3172.98,4110.02,2.4613,2.407,2.5543,3.0457,29.53
Michigan,7,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",2740.88,2974.67,3003.44,3856.89,2.3198,2.4187,2.4178,2.8581,28.42
Michigan,8,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",2573.32,2855,2936.48,2998.86,2.178,2.3214,2.3639,2.2222,2.12
Michigan,9,870840,GEAR BOXES FOR MOTOR VEHICLES,1993.44,1767.39,1809.96,2774.66,1.6872,1.4371,1.457,2.0561,53.3
Michigan,10,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",1561.33,1994.44,2213.68,2351.98,1.3215,1.6217,1.782,1.7429,6.25
Michigan,11,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,4324.03,4898.8,2614.15,2055.94,3.6597,3.9833,2.1044,1.5235,-21.35
Michigan,12,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,1653.81,2040.6,1906.41,1992.78,1.3997,1.6592,1.5347,1.4767,4.53
Michigan,13,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,1624.62,1755.96,1859.07,1922.72,1.375,1.4278,1.4965,1.4248,3.42
Michigan,14,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,1846.65,1720.06,1742.68,1540.38,1.563,1.3986,1.4029,1.1415,-11.61
Michigan,15,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,844.02,1053.9,1301.21,1369.07,0.7144,0.8569,1.0475,1.0145,5.22
Michigan,16,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH,879.71,944.33,1159.02,1235.41,0.7446,0.7678,0.933,0.9155,6.59
Michigan,17,851220,ELECT LIGHTING/VISUAL SIGNLNG EQ EX FOR BICYC,809.71,982.71,990.7,1180.54,0.6853,0.7991,0.7975,0.8748,19.16
Michigan,18,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,516.04,661.23,734.81,1175.3,0.4368,0.5377,0.5915,0.8709,59.94
Michigan,19,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,708.62,772.14,895.59,962.23,0.5998,0.6278,0.7209,0.713,7.44
Michigan,20,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,601.62,685.26,744.66,873.47,0.5092,0.5572,0.5995,0.6473,17.3
Michigan,21,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",530.73,586.07,624.08,767.37,0.4492,0.4765,0.5024,0.5686,22.96
Michigan,22,854370,"ELEC MACH AND APP, HAVING INDIV FUNCTIONS, NE",430.69,521.95,633.92,758.9,0.3645,0.4244,0.5103,0.5624,19.72
Michigan,23,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",929.22,689.4,577.07,650.73,0.7865,0.5606,0.4645,0.4822,12.77
Michigan,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,420.42,494.64,504.6,626.16,0.3558,0.4022,0.4062,0.464,24.09
Michigan,25,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W,951.33,869.71,787.61,621.98,0.8052,0.7072,0.634,0.4609,-21.03
Minnesota,0,0,World,33022.29,34748.08,28584.5,27023.84,1.456,1.4747,1.2714,1.2352,-5.46
Minnesota,0,25,Top 25,14779.15,14922.76,10334.86,9746.2,44.7551,42.9456,36.1555,36.0652,-5.7
Minnesota,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,8260.61,7798.79,3841.54,2914.84,25.0153,22.4438,13.4393,10.7862,-24.12
Minnesota,2,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",1029.35,1108.29,1093.88,1200.53,3.1171,3.1895,3.8268,4.4425,9.75
Minnesota,3,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",852.3,963.51,1076.51,800.19,2.581,2.7728,3.7661,2.9611,-25.67
Minnesota,4,902150,PACEMAKERS FOR STIMULATING HEART MUSCLES,759.15,916.51,652.44,600.46,2.2989,2.6376,2.2825,2.222,-7.97
Minnesota,5,271121,"NATURAL GAS, GASEOUS",466.31,872.47,327.12,387.14,1.4121,2.5108,1.1444,1.4326,18.35
Minnesota,6,271600,ELECTRICAL ENERGY,344.87,307.21,306.09,334.5,1.0443,0.8841,1.0708,1.2378,9.28
Minnesota,7,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",66.76,86.75,126.43,313.66,0.2022,0.2496,0.4423,1.1607,148.09
Minnesota,8,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,184.45,145.51,125.86,232.71,0.5586,0.4187,0.4403,0.8611,84.9
Minnesota,9,902140,HEARING AIDS,271.6,274.92,255.93,229.49,0.8225,0.7912,0.8954,0.8492,-10.33
Minnesota,10,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",172.01,200.41,185.69,221.43,0.5209,0.5767,0.6496,0.8194,19.25
Minnesota,11,310420,POTASSIUM CHLORIDE,304.03,220.27,299.36,203.11,0.9207,0.6339,1.0473,0.7516,-32.15
Minnesota,12,843311,"MOWERS FOR LAWNS, PARKS ETC CUT DEVICE HORIZ",148.3,160.3,186.6,200.82,0.4491,0.4613,0.6528,0.7431,7.62
Minnesota,13,870790,BODIES F ROAD TRACTORS AND MOTOR VEH(PUB TRAN,196.88,170.89,198.57,199.99,0.5962,0.4918,0.6947,0.7401,0.72
Minnesota,14,640419,"FOOTWEAR, OUT SOLE RUB OR PLAST & TEXT UPPER",154.74,146.09,152.51,188.41,0.4686,0.4204,0.5335,0.6972,23.54
Minnesota,15,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,218.44,204.8,184.44,183.95,0.6615,0.5894,0.6453,0.6807,-0.27
Minnesota,16,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,159.23,133.9,179.76,173.56,0.4822,0.3854,0.6289,0.6423,-3.45
Minnesota,17,940490,"ART OF BEDDNG EX MATTRSS ETC, INC QUILTS, CUS",149.59,122.88,95.65,162.79,0.453,0.3536,0.3346,0.6024,70.2
Minnesota,18,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,26.99,34.15,39.04,159.86,0.0817,0.0983,0.1366,0.5916,309.47
Minnesota,19,940360,"WOODEN FURNITURE, NESOI",126.12,137.1,130.96,158.96,0.3819,0.3945,0.4582,0.5882,21.37
Minnesota,20,630790,"MADE-UP TEXTILE ARTICLES, NESOI",153.84,147.68,146.91,156.13,0.4659,0.425,0.5139,0.5777,6.27
Minnesota,21,732690,ARTICLES OF IRON OR STEEL NESOI,125.81,137.66,154.7,154.75,0.381,0.3962,0.5412,0.5726,0.03
Minnesota,22,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,160.09,156.13,128.94,151.44,0.4848,0.4493,0.4511,0.5604,17.45
Minnesota,23,854442,"ELEC CONDUCTORS, LT=1000 V, W/ CONNECTORS, NE",136.8,155.81,172,150.1,0.4143,0.4484,0.6017,0.5554,-12.73
Minnesota,24,420292,"CONTAINER BAGS, CASES ETC NESOI, PLAST/TEXT M",156.05,156.65,137.28,137.05,0.4726,0.4508,0.4803,0.5072,-0.17
Minnesota,25,392690,"ARTICLES OF PLASTICS, NESOI",154.83,164.09,136.65,130.32,0.4689,0.4722,0.4781,0.4822,-4.63
Missouri,0,0,World,18514.61,18344.35,18509.65,17205.94,0.8163,0.7785,0.8233,0.7864,-7.04
Missouri,0,25,Top 25,5798.94,5462.36,5592.06,5347.87,31.3209,29.7768,30.2116,31.0815,-4.37
Missouri,1,760120,UNWROUGHT ALUMINUM ALLOYS,480.41,576.44,539.06,716.32,2.5948,3.1423,2.9123,4.1632,32.88
Missouri,2,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,1411.63,511.43,713.68,689.65,7.6244,2.788,3.8557,4.0082,-3.37
Missouri,3,220300,BEER MADE FROM MALT,236.47,290.87,392.83,398.18,1.2772,1.5856,2.1223,2.3142,1.36
Missouri,4,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",406.17,394.07,363.59,374.86,2.1938,2.1482,1.9643,2.1787,3.1
Missouri,5,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,495.81,692.97,461.36,327.17,2.678,3.7776,2.4925,1.9015,-29.09
Missouri,6,850140,"AC MOTORS NESOI, SINGLE-PHASE",316.1,343.43,318.61,292.2,1.7073,1.8721,1.7213,1.6982,-8.29
Missouri,7,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",250.17,318.24,298.78,271.76,1.3512,1.7348,1.6142,1.5795,-9.04
Missouri,8,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",141.89,160.35,179.76,185.41,0.7664,0.8741,0.9712,1.0776,3.14
Missouri,9,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",114.49,156.35,177.7,178.79,0.6184,0.8523,0.96,1.0391,0.61
Missouri,10,870120,ROAD TRACTORS FOR SEMI-TRAILERS,244.34,314.38,271.13,175.39,1.3197,1.7138,1.4648,1.0194,-35.31
Missouri,11,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",80.41,73.52,84.62,141.81,0.4343,0.4008,0.4572,0.8242,67.58
Missouri,12,841590,"PARTS, NESOI, OF AIR CONDITIONING MACHINES",88.14,139.34,142.03,140.72,0.4761,0.7596,0.7673,0.8179,-0.92
Missouri,13,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,49.42,50.24,152.77,134.03,0.2669,0.2739,0.8254,0.779,-12.27
Missouri,14,851679,"OTHER ELECTROTHERMIC APPLIANCES, DOMESTIC",91.76,102.4,139.91,130.6,0.4956,0.5582,0.7559,0.759,-6.66
Missouri,15,490900,"PRINTED OR ILLUST POST CARDS, GREETING CARDS,",99.64,79.08,87.61,128.99,0.5382,0.4311,0.4733,0.7497,47.23
Missouri,16,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,155.75,131.56,149.17,127.16,0.8412,0.7172,0.8059,0.7391,-14.75
Missouri,17,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,126.91,157.37,132.82,124.12,0.6855,0.8579,0.7175,0.7214,-6.55
Missouri,18,284440,RADIOACTIVE ELEMENTS & ISOTOPES ETC NESOI; RE,71.5,83.38,85.49,112.89,0.3862,0.4546,0.4619,0.6561,32.06
Missouri,19,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,131.72,127.13,141.43,108.36,0.7115,0.693,0.7641,0.6298,-23.38
Missouri,20,950730,"FISHING REELS, AND PARTS AND ACCESSORIES",93.89,79.7,118.53,105.94,0.5071,0.4345,0.6404,0.6157,-10.63
Missouri,21,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,110.56,151,163.83,101.69,0.5972,0.8232,0.8851,0.591,-37.93
Missouri,22,392690,"ARTICLES OF PLASTICS, NESOI",91.01,97.98,101.21,96.67,0.4915,0.5341,0.5468,0.5619,-4.48
Missouri,23,870895,SAFETY AIRBAGS WITH INFLATOR SYSTEM; PARTS TH,196.05,89.66,89.2,96.65,1.0589,0.4887,0.4819,0.5617,8.35
Missouri,24,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",132.99,166,161.24,96.52,0.7183,0.9049,0.8711,0.5609,-40.14
Missouri,25,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",181.67,175.46,125.71,91.99,0.9812,0.9565,0.6792,0.5347,-26.82
Mississippi,0,0,World,20003.51,17286.2,14078.79,13970.94,0.882,0.7336,0.6262,0.6386,-0.77
Mississippi,0,25,Top 25,13219.59,10532.04,6816.13,6491.34,66.0864,60.9274,48.4142,46.4632,-4.77
Mississippi,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,9780.16,6496.15,2450.82,1819.86,48.8922,37.58,17.4079,13.026,-25.74
Mississippi,2,870840,GEAR BOXES FOR MOTOR VEHICLES,700.55,689.29,707.53,708.41,3.5021,3.9875,5.0255,5.0706,0.12
Mississippi,3,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",494.3,480.19,525.72,456.39,2.4711,2.7779,3.7342,3.2667,-13.19
Mississippi,4,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",192.24,75.94,221.25,389.78,0.961,0.4393,1.5715,2.79,76.17
Mississippi,5,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,34.39,60.27,64.25,289.74,0.1719,0.3487,0.4564,2.0739,350.94
Mississippi,6,300630,OPACIFYING PREPARATIONS FOR X-RAY EXAMINATION,0,194.15,243.04,246.49,0,1.1232,1.7263,1.7643,1.42
Mississippi,7,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,238.07,485.63,423.92,208.76,1.1902,2.8093,3.0111,1.4942,-50.76
Mississippi,8,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",108.15,134.49,190.23,184.42,0.5406,0.778,1.3512,1.3201,-3.05
Mississippi,9,80390,"BANANAS, FRESH OR DRIED, NESOI",228.35,213.12,152.8,177.85,1.1416,1.2329,1.0853,1.273,16.39
Mississippi,10,720110,NONALLOY PIG IRON 0.5 PRCNT OR LESS PHOSPHORU,66.05,201.67,58.67,163.84,0.3302,1.1666,0.4167,1.1727,179.25
Mississippi,11,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",72.56,76.73,129,160.7,0.3628,0.4439,0.9163,1.1503,24.57
Mississippi,12,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,165.29,233.78,224.8,153.67,0.8263,1.3524,1.5967,1.0999,-31.64
Mississippi,13,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",95.42,79.88,143.26,151.25,0.477,0.4621,1.0175,1.0826,5.58
Mississippi,14,853620,AUTO CIRCUIT BREAKERS VOLTAGE NOT EXCEEDING 1,118.87,126.71,124.41,144.76,0.5942,0.733,0.8837,1.0362,16.36
Mississippi,15,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",127.83,147.19,164.75,139.93,0.639,0.8515,1.1702,1.0016,-15.07
Mississippi,16,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,55.97,62.48,65.49,137.33,0.2798,0.3614,0.4651,0.9829,109.7
Mississippi,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",32.37,42.7,112.62,135.61,0.1618,0.247,0.7999,0.9707,20.41
Mississippi,18,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,76.21,82.64,90.3,114.12,0.381,0.4781,0.6414,0.8168,26.37
Mississippi,19,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,101.17,71.52,102.12,108.79,0.5058,0.4138,0.7253,0.7787,6.53
Mississippi,20,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",75.89,66.78,67.68,104.88,0.3794,0.3863,0.4807,0.7507,54.96
Mississippi,21,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",107.07,80.76,101.32,103.8,0.5353,0.4672,0.7197,0.743,2.45
Mississippi,22,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,56.07,125.21,131.99,103.73,0.2803,0.7243,0.9375,0.7425,-21.41
Mississippi,23,851632,ELECTROTHERMIC HAIRDRESSING APPARATUS NESOI,126.96,100.28,118.39,99.55,0.6347,0.5801,0.8409,0.7126,-15.91
Mississippi,24,870120,ROAD TRACTORS FOR SEMI-TRAILERS,103.77,145.35,133.2,97.47,0.5188,0.8408,0.9461,0.6977,-26.82
